empresa_id,periodo_star,incidencia_id,interrupcion_id,bloque_reposicion_id,causa_id,calificacion_interrupcion_id,fh_inicio_interrupcion,fh_termino_bloque,duracion,clientes_int,alimentador_id,comuna_id,nivel_tension,Horas_interrupcion,clientes_comuna,clientes_empresa,SAIFI_COMUNA,SAIDI_COMUNA,SAIFI_EMPRESA,SAIDI_EMPRESA,tipo_interrupcion,year,nombre_comuna
006,012026,1008972,006307202601010084,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010085,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010086,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010087,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010088,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010089,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010090,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010091,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010092,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010093,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010094,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010095,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010096,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010097,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010098,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010099,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
006,012026,1008972,006307202601010100,1,1202,3,2026-01-01 00:01:00,2026-01-31 23:59:00,2678280,1,60000007,5109,DOM,743.966666666,93708,705741,0.000010671447475,0.00793920121,0.00000141695041,0.00105416387,FM,2026,Viña del Mar
